"","pctyes","year","leaid","stabbr","votesharereqd","margin","passbond","holdbond","cap_exp","l1cap_exp","l2cap_exp","f1cap_exp","f2cap_exp","f3cap_exp","f4cap_exp","f5cap_exp","f6cap_exp","noncap_exp","l1noncap_exp","l2noncap_exp","f1noncap_exp","f2noncap_exp","f3noncap_exp","f4noncap_exp","f5noncap_exp","f6noncap_exp","l1passbond","l2passbond","f1passbond","f2passbond","f3passbond","f4passbond","f5passbond","f6passbond","l1holdbond","l2holdbond","f1holdbond","f2holdbond","f3holdbond","f4holdbond","f5holdbond","f6holdbond"
"7060",0.501291990280151,2013,5502340,"WI",0.5,0.0012919903,1,1,681.62268,194.54572,373.08585,6745.2476,13340.48,3640.3867,729.13171,NA,NA,13632.454,12771.354,14738.795,14228.227,13221.705,13748.27,12715.094,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0,NA,NA
"7061",0.52173912525177,1997,5502430,"WI",0.5,0.021739125,1,1,597.94928,214.5009,227.56355,399.97723,13166.079,5738.0488,157.70674,188.186,148.5256,10009.85,10240.941,10285.061,9822.7744,10854.661,11848.777,12173.803,11627.107,11893.153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7063",0.56535267829895,2010,5502430,"WI",0.5,0.065352678,1,1,354.30701,761.67047,216.70929,4076.0623,1994.5016,420.30353,730.72137,514.375,1698.0422,11640.482,11737.983,11073.074,11800.023,10844.563,11275.185,10987.813,11071.217,11922.149,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7064",0.503080427646637,1996,5502460,"WI",0.5,0.0030804276,1,1,503.70868,268.24857,NA,2702.696,4909.501,1712.0552,272.73209,1814.4598,6611.4692,11226.032,11052.601,NA,11246.343,11544.612,11634.254,11979.913,11763.27,12576.904,0,NA,0,0,0,1,0,0,0,NA,0,0,0,1,0,0
"7066",0.558087587356567,2001,5502520,"WI",0.5,0.058087587,1,1,489.53534,1142.2754,966.54193,2601.9153,24231.182,4226.8345,620.16718,299.92245,89.444435,9774.6738,9846.6445,9658.4316,10348.134,11809.873,12645.99,13007.554,12807.304,12628.561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7067",0.500507593154907,1993,5502550,"WI",0.5,0.00050759315,1,1,228.41916,329.22125,NA,NA,2312.3162,463.09659,417.38049,3189.3906,1618.6558,10074.77,10105.333,NA,NA,10197.253,10466.28,10429.878,10990.926,11297.691,0,NA,NA,0,0,1,0,0,0,NA,NA,0,0,1,0,0
"7069",0.51988011598587,2000,5502550,"WI",0.5,0.019880116,1,1,679.25244,1618.6558,3189.3906,838.69427,850.23907,266.21384,275.66766,217.74571,336.0929,11312.432,11297.691,10990.926,11839.296,11818.063,12148.403,11908.48,12228.125,12109.693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7070",0.381211519241333,2016,5502550,"WI",0.5,-0.11878848,0,1,279.53506,351.64694,434.2666,276.89041,NA,NA,NA,NA,NA,12520.64,12843.668,12255.685,12194.085,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA
"7073",0.534689009189606,1996,5502610,"WI",0.5,0.034689009,1,1,912.74249,409.81143,NA,13499.953,2898.4355,658.57825,731.76318,549.28339,546.29364,10723.612,11053.266,NA,12097.859,12293.674,12170.701,12408.16,12960.619,12735.98,0,NA,0,0,0,0,0,0,0,NA,0,0,0,1,0,0
"7074",0.454545468091965,2000,5502610,"WI",0.5,-0.045454532,0,1,731.76318,658.57825,2898.4355,549.28339,546.29364,513.6745,453.67188,1194.9302,1023.0751,12408.16,12170.701,12293.674,12960.619,12735.98,12821.315,13056.35,13688.678,13206.438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7076",0.518041253089905,1994,5502640,"WI",0.5,0.018041253,1,1,420.50092,NA,1186.7521,287.39383,812.16895,578.39337,459.86407,446.30219,1477.8965,10168.995,NA,10048.546,10296.02,10409.819,10821.471,11166.313,11831.51,12128.472,NA,0,0,0,0,0,1,0,NA,0,0,1,0,0,1,0
"7078",0.527870237827301,1999,5502640,"WI",0.5,0.027870238,1,1,446.30219,459.86407,578.39337,1477.8965,11176.838,7265.5913,2306.1863,288.92432,704.64758,11831.51,11166.313,10821.471,12128.472,13538.545,14219.498,14012.536,14070.5,13877.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7079",0.495056509971619,2008,5502640,"WI",0.5,-0.00494349,0,1,399.66199,397.32098,433.87567,183.22021,432.2674,258.72806,274.71527,494.34482,545.82269,12903.778,12933.143,13433.577,13253.563,13448.212,12890.201,12518.899,12193.839,12111.978,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"7080",0.374272793531418,2009,5502640,"WI",0.5,-0.12572721,0,1,183.22021,399.66199,397.32098,432.2674,258.72806,274.71527,494.34482,545.82269,491.45609,13253.563,12903.778,12933.143,13448.212,12890.201,12518.899,12193.839,12111.978,12438.892,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7081",0.562390148639679,1996,5502670,"WI",0.5,0.062390149,1,1,336.34021,335.60846,NA,1916.056,1159.3458,420.59869,337.34781,1251.5612,12141.303,10740.401,10291.992,NA,10904.268,11317.935,11623.169,11860.484,12292.525,13064.557,0,NA,0,0,0,1,0,0,0,NA,0,0,0,1,0,0
"7084",0.391350775957107,2017,5502670,"WI",0.5,-0.10864922,0,1,237.08926,266.84683,645.39502,NA,NA,NA,NA,NA,NA,13986.702,12840.61,13589.535,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"7085",0.418808788061142,1997,5502700,"WI",0.5,-0.081191212,0,1,744.87903,541.74847,667.12909,488.66666,6671.3438,10228.37,566.72522,341.90262,536.30353,10870.014,10536.212,10305.497,11375.187,11927.098,12341.354,12397.576,12788.652,12804.014,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"7086",0.581907093524933,1998,5502700,"WI",0.5,0.081907094,1,1,488.66666,744.87903,541.74847,6671.3438,10228.37,566.72522,341.90262,536.30353,410.71997,11375.187,10870.014,10536.212,11927.098,12341.354,12397.576,12788.652,12804.014,13069.223,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7087",0.63616555929184,2017,5502700,"WI",0.5,0.13616556,1,1,525.43109,1095.7054,558.43878,NA,NA,NA,NA,NA,NA,11582.94,11651.653,11525.16,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA
"7088",0.395126610994339,1994,5502730,"WI",0.5,-0.10487339,0,1,318.05737,NA,155.36981,520.24506,682.23273,4232.3442,2651.6919,445.35999,358.2048,11283.593,NA,10917.224,10329.654,10428.595,11078.82,11665.402,12205.407,12445.988,NA,0,0,1,0,0,0,1,NA,0,0,1,0,0,0,1
"7089",0.571202516555786,1996,5502730,"WI",0.5,0.071202517,1,1,682.23273,520.24506,318.05737,4232.3442,2651.6919,445.35999,358.2048,1642.5339,600.07776,10428.595,10329.654,11283.593,11078.82,11665.402,12205.407,12445.988,12650.118,13265.577,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
"7090",0.556162238121033,2000,5502730,"WI",0.5,0.056162238,1,1,358.2048,445.35999,2651.6919,1642.5339,600.07776,702.3382,232.47202,429.43582,361.82355,12445.988,12205.407,11665.402,12650.118,13265.577,13244.281,13001.121,13680.067,13351.647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7093",0.61812549829483,1999,5502760,"WI",0.5,0.1181255,1,1,538.45392,505.60074,726.34802,2115.7302,4597.7412,1166.1051,252.88953,636.91174,402.8779,11832.761,10790.348,10149.433,12170.162,12263.122,12094.534,12425.423,11423.539,11925.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7098",0.649210333824158,2007,5502820,"WI",0.5,0.14921033,1,1,292.63828,405.73499,424.50815,362.03043,794.78497,433.60699,205.63585,643.1571,222.63977,14450.545,13649.369,13701.925,13304.102,13659.611,13784.139,15215.122,12248.234,11999.643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"7099",0.365649104118347,2013,5502820,"WI",0.5,-0.1343509,0,1,222.63977,643.1571,205.63585,669.12433,6086.1113,1316.515,197.91891,NA,NA,11999.643,12248.234,15215.122,12395.593,12819.719,12416.255,12409.986,NA,NA,0,0,0,0,0,0,NA,NA,0,0,1,0,0,0,NA,NA
"7100",0.492428481578827,2014,5502820,"WI",0.5,-0.0075715184,0,1,669.12433,222.63977,643.1571,6086.1113,1316.515,197.91891,NA,NA,NA,12395.593,11999.643,12248.234,12819.719,12416.255,12409.986,NA,NA,NA,0,0,0,0,0,NA,NA,NA,1,0,0,0,0,NA,NA,NA
"7103",0.602380931377411,2001,5502880,"WI",0.5,0.10238093,1,1,395.90149,252.16563,267.16702,5264.4487,3988.365,243.18448,154.46793,187.42004,135.29286,13826.483,12794.885,12987.431,14893.613,14986.215,14901.009,15020.76,15071.492,16468.832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7104",0.594202876091003,1995,5502910,"WI",0.5,0.094202876,1,1,259.70496,NA,NA,1393.6729,2963.1807,527.19226,664.57336,276.96576,281.8382,10923.541,NA,NA,10490.719,10560.713,10848.26,11043.085,11781.277,12017.904,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
"7105",0.376746296882629,1994,5502970,"WI",0.5,-0.1232537,0,1,472.43307,NA,247.65456,944.4671,402.2276,398.1922,985.19049,11029.093,3928.4131,9841.7559,NA,11186.097,10178.272,10558.043,10835.289,10726.715,11641.067,11905.804,NA,0,0,0,0,0,0,0,NA,0,0,1,1,0,0,0
"7106",0.363875716924667,1996,5502970,"WI",0.5,-0.13612428,0,1,402.2276,944.4671,472.43307,398.1922,985.19049,11029.093,3928.4131,631.89545,162.22661,10558.043,10178.272,9841.7559,10835.289,10726.715,11641.067,11905.804,12404.416,12620.275,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"7107",0.471937537193298,1997,5502970,"WI",0.5,-0.028062463,0,1,398.1922,402.2276,944.4671,985.19049,11029.093,3928.4131,631.89545,162.22661,657.42932,10835.289,10558.043,10178.272,10726.715,11641.067,11905.804,12404.416,12620.275,12578.077,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"7108",0.398500949144363,1998,5503030,"WI",0.5,-0.10149905,0,1,472.44299,305.96259,206.35529,360.11612,160.61084,222.10904,120.81078,100.91997,587.55554,11362.622,11490.807,10906.539,11037.934,12175.039,12485.832,12906.309,13938.38,13965.436,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1
"7109",0.385882347822189,2000,5503030,"WI",0.5,-0.11411765,0,1,160.61084,360.11612,472.44299,222.10904,120.81078,100.91997,587.55554,1184.7997,8388.3594,12175.039,11037.934,11362.622,12485.832,12906.309,13938.38,13965.436,13181.138,13499.01,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0
"7110",0.462809920310974,2002,5503030,"WI",0.5,-0.03719008,0,1,120.81078,222.10904,160.61084,100.91997,587.55554,1184.7997,8388.3594,405.45853,239.34082,12906.309,12485.832,12175.039,13938.38,13965.436,13181.138,13499.01,14362.368,14694.413,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
"7111",0.476971954107284,2003,5503030,"WI",0.5,-0.023028046,0,1,100.91997,120.81078,222.10904,587.55554,1184.7997,8388.3594,405.45853,239.34082,357.47775,13938.38,12906.309,12485.832,13965.436,13181.138,13499.01,14362.368,14694.413,15001.428,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"7112",0.529008090496063,2004,5503030,"WI",0.5,0.02900809,1,1,587.55554,100.91997,120.81078,1184.7997,8388.3594,405.45853,239.34082,357.47775,240.40958,13965.436,13938.38,12906.309,13181.138,13499.01,14362.368,14694.413,15001.428,15103.688,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"7113",0.48987340927124,2016,5503030,"WI",0.5,-0.010126591,0,1,69.05706,293.22015,459.07007,208.58893,NA,NA,NA,NA,NA,14185.856,13548.315,14353.369,15056.328,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA,0,0,1,NA,NA,NA,NA,NA
"7114",0.609508991241455,2017,5503030,"WI",0.5,0.10950899,1,1,208.58893,69.05706,293.22015,NA,NA,NA,NA,NA,NA,15056.328,14185.856,13548.315,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA
"7117",0.520383715629578,2009,5503060,"WI",0.5,0.020383716,1,1,292.62961,246.53807,139.45967,1707.5184,664.54871,241.94478,2216.4917,2440.8281,727.59985,15072.668,13647.391,13767.298,14414.342,14323.957,13767.041,14429.504,13765.188,14576.791,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"7118",0.647688567638397,2012,5503060,"WI",0.5,0.14768857,1,1,241.94478,664.54871,1707.5184,2216.4917,2440.8281,727.59985,284.49527,3010.1277,NA,13767.041,14323.957,14414.342,14429.504,13765.188,14576.791,14288.881,15184.45,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,1,0,NA
"7120",0.51924329996109,1995,5503090,"WI",0.5,0.0192433,1,1,106.29153,NA,NA,1773.6226,7583.6064,5344.5918,772.34979,1702.9934,876.6936,9920.0566,NA,NA,10748.299,11186.913,11458.307,11546.694,12145.066,12007.195,NA,NA,0,0,1,0,0,0,NA,NA,0,0,1,0,0,0
"7121",0.619800329208374,1998,5503090,"WI",0.5,0.11980033,1,1,5344.5918,7583.6064,1773.6226,772.34979,1702.9934,876.6936,306.91061,236.71111,396.74689,11458.307,11186.913,10748.299,11546.694,12145.066,12007.195,12201.953,12662.917,12978.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"7123",0.442536324262619,2006,5503090,"WI",0.5,-0.057463676,0,1,302.56601,230.17192,396.74689,289.84125,298.46478,379.01947,2130.9512,890.48761,316.40585,13559.479,13180.957,12978.64,13990.33,13843.53,13919.274,14581.604,14412.99,13111.549,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"7125",0.639259278774261,1995,5503150,"WI",0.5,0.13925928,1,1,367.95767,NA,NA,8562.9658,2411.4817,419.19296,706.27118,584.19586,323.10678,10423.689,NA,NA,11133.091,11910.901,11869.34,12210.31,12641.533,12552.456,NA,NA,0,0,0,0,0,0,NA,NA,0,0,0,0,0,0
"7127",0.423138380050659,1995,5503180,"WI",0.5,-0.07686162,0,1,278.07629,NA,NA,208.14983,466.35059,1902.4763,1523.9124,444.49591,9499.9473,11253.979,NA,NA,11363.645,11566.455,12150.427,12545.579,11947.76,12557.727,NA,NA,0,0,0,0,1,0,NA,NA,0,1,1,0,1,0
"7128",0.410009950399399,1997,5503180,"WI",0.5,-0.08999005,0,1,466.35059,208.14983,278.07629,1902.4763,1523.9124,444.49591,9499.9473,4512.9556,1270.2855,11566.455,11363.645,11253.979,12150.427,12545.579,11947.76,12557.727,13216.08,13194.099,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"7129",0.386342376470566,1998,5503180,"WI",0.5,-0.11365762,0,1,1902.4763,466.35059,208.14983,1523.9124,444.49591,9499.9473,4512.9556,1270.2855,757.33258,12150.427,11566.455,11363.645,12545.579,11947.76,12557.727,13216.08,13194.099,13135.147,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
