"","pctyes","year","leaid","stabbr","votesharereqd","margin","passbond","holdbond","cap_exp","l1cap_exp","l2cap_exp","f1cap_exp","f2cap_exp","f3cap_exp","f4cap_exp","f5cap_exp","f6cap_exp","noncap_exp","l1noncap_exp","l2noncap_exp","f1noncap_exp","f2noncap_exp","f3noncap_exp","f4noncap_exp","f5noncap_exp","f6noncap_exp","l1passbond","l2passbond","f1passbond","f2passbond","f3passbond","f4passbond","f5passbond","f6passbond","l1holdbond","l2holdbond","f1holdbond","f2holdbond","f3holdbond","f4holdbond","f5holdbond","f6holdbond"
"4185",0.628865957260132,2008,3618750,"NY",0.5,0.12886596,1,1,516.78943,187.53918,222.78951,1135.2168,3161.1753,299.43936,139.15303,238.71065,192.57021,15634.229,15275.012,14422.863,16959.211,18154.34,17698.09,17630.576,18220.783,17925.172,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"4186",0.643979072570801,2009,3618750,"NY",0.5,0.14397907,1,1,1135.2168,516.78943,187.53918,3161.1753,299.43936,139.15303,238.71065,192.57021,389.8772,16959.211,15634.229,15275.012,18154.34,17698.09,17630.576,18220.783,17925.172,18130.451,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
"4201",0.544117629528046,2010,3618840,"NY",0.5,0.04411763,1,1,2105.1631,1605.2817,376.92578,9316.7021,1079.7181,5384.209,860.28613,823.64258,933.85809,18132.688,18581.291,19033.723,19225.68,18918.99,19472.854,21383.957,21542.033,21904.527,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4202",0.61494255065918,2011,3618840,"NY",0.5,0.11494255,1,1,9316.7021,2105.1631,1605.2817,1079.7181,5384.209,860.28613,823.64258,933.85809,624.69135,19225.68,18132.688,18581.291,18918.99,19472.854,21383.957,21542.033,21904.527,21651.326,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"4203",0.60526317358017,2012,3618840,"NY",0.5,0.10526317,1,1,1079.7181,9316.7021,2105.1631,5384.209,860.28613,823.64258,933.85809,624.69135,NA,18918.99,19225.68,18132.688,19472.854,21383.957,21542.033,21904.527,21651.326,NA,1,1,1,1,1,1,0,NA,1,1,1,1,1,1,0,NA
"4209",0.628289461135864,2005,3618900,"NY",0.5,0.12828946,1,1,424.57651,1686.8606,15420.733,897.81323,641.19586,253.79466,1099.4114,2191.9072,202.81827,16194.563,15915.208,14718.55,15866.413,15910.304,15729.327,17255.748,17231.488,16737.494,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1
"4210",0.555844128131866,2006,3618900,"NY",0.5,0.055844128,1,1,897.81323,424.57651,1686.8606,641.19586,253.79466,1099.4114,2191.9072,202.81827,1008.6362,15866.413,16194.563,15915.208,15910.304,15729.327,17255.748,17231.488,16737.494,16445.627,1,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1
"4214",0.564182221889496,2011,3618900,"NY",0.5,0.064182222,1,1,202.81827,2191.9072,1099.4114,1008.6362,500.07791,303.58527,275.50366,857.57855,1357.4432,16737.494,17231.488,17255.748,16445.627,15779.432,16244.196,15641.623,16446.346,17060.787,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"4220",0.573400259017944,2002,3618960,"NY",0.5,0.073400259,1,1,5065.9634,1463.5576,423.41724,6512.9336,3517.7485,603.15875,221.22264,176.75925,881.07758,14665.475,13889.231,13115.641,16458.018,17072,17520.523,17088.959,18159.24,16880.658,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"4229",0.413859486579895,2011,3618960,"NY",0.5,-0.086140513,0,1,1107.8977,4770.7358,4732.856,1460.1821,1039.2045,693.98859,536.05756,349.19666,1048.4941,18181.98,18894.102,18103.688,17766.779,17973.643,18662.041,19935.309,21260.182,22165.166,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0
"4234",0.547151267528534,2004,3619170,"NY",0.5,0.047151268,1,1,1059.5117,1027.4591,3293.2336,377.38416,386.45425,495.82108,383.42462,861.93042,1296.8195,15543.559,15074.62,14299.649,16696.189,17458.258,18856.617,21124.059,21094.4,21411.262,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1
"4235",0.611736357212067,2005,3619170,"NY",0.5,0.11173636,1,1,377.38416,1059.5117,1027.4591,386.45425,495.82108,383.42462,861.93042,1296.8195,2480.1836,16696.189,15543.559,15074.62,17458.258,18856.617,21124.059,21094.4,21411.262,20119.277,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1
"4239",0.633709967136383,2010,3619170,"NY",0.5,0.13370997,1,1,1296.8195,861.93042,383.42462,2480.1836,3677.4194,4456.2847,6129.8579,1790.1146,3323.647,21411.262,21094.4,21124.059,20119.277,21353.709,22444.453,24442.852,24724.736,24608.586,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4240",0.642256915569305,2011,3619170,"NY",0.5,0.14225692,1,1,2480.1836,1296.8195,861.93042,3677.4194,4456.2847,6129.8579,1790.1146,3323.647,2952.6125,20119.277,21411.262,21094.4,21353.709,22444.453,24442.852,24724.736,24608.586,24088.43,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
"4246",0.490351468324661,2002,3619230,"NY",0.5,-0.0096485317,0,1,7185.3486,5115.8564,1346.874,3223.5862,572.36676,174.91109,331.81464,304.85138,536.83661,18877.762,18860.555,18003.277,20079.965,19830.391,21646.949,21720.91,23118.666,23407.51,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
"4248",0.556441724300385,2004,3619230,"NY",0.5,0.056441724,1,1,572.36676,3223.5862,7185.3486,174.91109,331.81464,304.85138,536.83661,1230.9122,839.0589,19830.391,20079.965,18877.762,21646.949,21720.91,23118.666,23407.51,24277.969,24400.287,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1,1
"4249",0.505234062671661,2005,3619230,"NY",0.5,0.0052340627,1,1,174.91109,572.36676,3223.5862,331.81464,304.85138,536.83661,1230.9122,839.0589,305.20871,21646.949,19830.391,20079.965,21720.91,23118.666,23407.51,24277.969,24400.287,24880.625,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1
"4250",0.528485596179962,2006,3619230,"NY",0.5,0.028485596,1,1,331.81464,174.91109,572.36676,304.85138,536.83661,1230.9122,839.0589,305.20871,319.07321,21720.91,21646.949,19830.391,23118.666,23407.51,24277.969,24400.287,24880.625,24308.854,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1
"4251",0.566642045974731,2007,3619230,"NY",0.5,0.066642046,1,1,304.85138,331.81464,174.91109,536.83661,1230.9122,839.0589,305.20871,319.07321,1147.9767,23118.666,21720.91,21646.949,23407.51,24277.969,24400.287,24880.625,24308.854,25151.484,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1
"4252",0.382111340761185,2009,3619230,"NY",0.5,-0.11788866,0,1,1230.9122,536.83661,304.85138,839.0589,305.20871,319.07321,1147.9767,677.00104,1689.9169,24277.969,23407.51,23118.666,24400.287,24880.625,24308.854,25151.484,24430.676,24899.443,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
"4253",0.62551349401474,2010,3619230,"NY",0.5,0.12551349,1,1,839.0589,1230.9122,536.83661,305.20871,319.07321,1147.9767,677.00104,1689.9169,2220.1506,24400.287,24277.969,23407.51,24880.625,24308.854,25151.484,24430.676,24899.443,26205.447,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4255",0.642694056034088,2012,3619230,"NY",0.5,0.14269406,1,1,319.07321,305.20871,839.0589,1147.9767,677.00104,1689.9169,2220.1506,425.95459,NA,24308.854,24880.625,24400.287,25151.484,24430.676,24899.443,26205.447,26005.854,NA,1,1,1,1,1,1,1,NA,1,1,1,1,1,1,1,NA
"4263",0.634277999401093,2004,3619320,"NY",0.5,0.134278,1,1,1275.4956,673.46515,489.16028,1207.1238,4321.7358,2797.833,2489.6865,3318.6155,1599.5983,17832.143,17345.35,16656.588,18686.598,18606.793,19402.191,20329.773,22585.172,22841.645,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"4268",0.593835592269897,2010,3619320,"NY",0.5,0.093835592,1,1,1599.5983,3318.6155,2489.6865,1303.1649,5130.7729,3712.6157,1234.1487,536.74713,1210.9397,22841.645,22585.172,20329.773,22161.791,20684.33,21044.32,21969.602,22082.066,22652.871,1,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1
"4269",0.579417288303375,2011,3619320,"NY",0.5,0.079417288,1,1,1303.1649,1599.5983,3318.6155,5130.7729,3712.6157,1234.1487,536.74713,1210.9397,4106.7925,22161.791,22841.645,22585.172,20684.33,21044.32,21969.602,22082.066,22652.871,22809.813,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1
"4270",0.594193577766418,2013,3619320,"NY",0.5,0.094193578,1,1,3712.6157,5130.7729,1303.1649,1234.1487,536.74713,1210.9397,4106.7925,NA,NA,21044.32,20684.33,22161.791,21969.602,22082.066,22652.871,22809.813,NA,NA,0,1,1,0,1,1,NA,NA,0,1,1,0,1,1,NA,NA
"4275",0.594559133052826,2002,3619650,"NY",0.5,0.094559133,1,1,1418.019,588.52338,1306.2335,1974.1833,1601.5453,854.67047,300.34277,621.96039,839.1358,17294.125,16228.611,16390.646,18137.295,18625.879,19483.346,20047.75,20482.578,20501.984,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,1
"4277",0.542095422744751,2004,3619650,"NY",0.5,0.042095423,1,1,1601.5453,1974.1833,1418.019,854.67047,300.34277,621.96039,839.1358,1004.9341,293.12897,18625.879,18137.295,17294.125,19483.346,20047.75,20482.578,20501.984,21675.223,22731.398,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
"4278",0.468256026506424,2005,3619650,"NY",0.5,-0.031743973,0,1,854.67047,1601.5453,1974.1833,300.34277,621.96039,839.1358,1004.9341,293.12897,2143.1208,19483.346,18625.879,18137.295,20047.75,20482.578,20501.984,21675.223,22731.398,22567.424,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1
"4279",0.573090732097626,2006,3619650,"NY",0.5,0.073090732,1,1,300.34277,854.67047,1601.5453,621.96039,839.1358,1004.9341,293.12897,2143.1208,264.3678,20047.75,19483.346,18625.879,20482.578,20501.984,21675.223,22731.398,22567.424,23219.154,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
"4281",0.55945360660553,2008,3619650,"NY",0.5,0.059453607,1,1,839.1358,621.96039,300.34277,1004.9341,293.12897,2143.1208,264.3678,268.94409,515.52203,20501.984,20482.578,20047.75,21675.223,22731.398,22567.424,23219.154,23646.355,24090.021,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
"4282",0.595744669437408,2009,3619650,"NY",0.5,0.095744669,1,1,1004.9341,839.1358,621.96039,293.12897,2143.1208,264.3678,268.94409,515.52203,269.06607,21675.223,20501.984,20482.578,22731.398,22567.424,23219.154,23646.355,24090.021,24596.814,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"4284",0.539733171463013,2011,3619650,"NY",0.5,0.039733171,1,1,2143.1208,293.12897,1004.9341,264.3678,268.94409,515.52203,269.06607,541.96814,375.44788,22567.424,22731.398,21675.223,23219.154,23646.355,24090.021,24596.814,24420.283,24470.371,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
"4285",0.586278557777405,2012,3619650,"NY",0.5,0.086278558,1,1,264.3678,2143.1208,293.12897,268.94409,515.52203,269.06607,541.96814,375.44788,NA,23219.154,22567.424,22731.398,23646.355,24090.021,24596.814,24420.283,24470.371,NA,1,0,1,1,1,1,0,NA,1,1,1,1,1,1,0,NA
"4286",0.624045193195343,2013,3619650,"NY",0.5,0.12404519,1,1,268.94409,264.3678,2143.1208,515.52203,269.06607,541.96814,375.44788,NA,NA,23646.355,23219.154,22567.424,24090.021,24596.814,24420.283,24470.371,NA,NA,1,1,1,1,1,0,NA,NA,1,1,1,1,1,0,NA,NA
"4290",0.486315786838531,2004,3619680,"NY",0.5,-0.013684213,0,1,100.70305,695.74298,3207.6238,281.09885,762.4353,649.56018,498.66226,685.28864,697.50995,15249.244,14327.504,14469.821,15244.911,16027.342,16502.1,17216.947,19570.033,20294.08,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"4291",0.64887535572052,2005,3619680,"NY",0.5,0.14887536,1,1,281.09885,100.70305,695.74298,762.4353,649.56018,498.66226,685.28864,697.50995,1172.7296,15244.911,15249.244,14327.504,16027.342,16502.1,17216.947,19570.033,20294.08,20114.486,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4292",0.605804085731506,2006,3619680,"NY",0.5,0.10580409,1,1,762.4353,281.09885,100.70305,649.56018,498.66226,685.28864,697.50995,1172.7296,470.6647,16027.342,15244.911,15249.244,16502.1,17216.947,19570.033,20294.08,20114.486,21337.521,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4294",0.578947365283966,2008,3619680,"NY",0.5,0.078947365,1,1,498.66226,649.56018,762.4353,685.28864,697.50995,1172.7296,470.6647,393.40073,964.65637,17216.947,16502.1,16027.342,19570.033,20294.08,20114.486,21337.521,21767.127,21342.867,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0
"4296",0.598009645938873,2010,3619680,"NY",0.5,0.098009646,1,1,697.50995,685.28864,498.66226,1172.7296,470.6647,393.40073,964.65637,469.47858,542.10767,20294.08,19570.033,17216.947,20114.486,21337.521,21767.127,21342.867,22101.553,23920.531,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1
"4297",0.599511623382568,2011,3619680,"NY",0.5,0.099511623,1,1,1172.7296,697.50995,685.28864,470.6647,393.40073,964.65637,469.47858,542.10767,1432.1871,20114.486,20294.08,19570.033,21337.521,21767.127,21342.867,22101.553,23920.531,24046.074,1,1,1,0,0,1,1,0,1,1,1,0,0,1,1,0
"4298",0.641331136226654,2012,3619680,"NY",0.5,0.14133114,1,1,470.6647,1172.7296,697.50995,393.40073,964.65637,469.47858,542.10767,1432.1871,NA,21337.521,20114.486,20294.08,21767.127,21342.867,22101.553,23920.531,24046.074,NA,1,1,0,0,1,1,0,NA,1,1,0,0,1,1,0,NA
"4307",0.588778436183929,2007,3619740,"NY",0.5,0.088778436,1,1,1146.0493,1534.7922,2340.3899,968.25208,1944.5769,992.0979,1777.8302,289.93423,376.8916,22668.473,22404.252,20679.623,23368.803,25484.902,26292.793,25530,26158.551,27008.402,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"4308",0.596110701560974,2008,3619740,"NY",0.5,0.096110702,1,1,968.25208,1146.0493,1534.7922,1944.5769,992.0979,1777.8302,289.93423,376.8916,447.76434,23368.803,22668.473,22404.252,25484.902,26292.793,25530,26158.551,27008.402,27151.773,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
"4309",0.528283774852753,2014,3619740,"NY",0.5,0.028283775,1,1,447.76434,376.8916,289.93423,859.95654,946.33691,474.28867,NA,NA,NA,27151.773,27008.402,26158.551,28617.758,30097.148,28899.199,NA,NA,NA,0,0,1,0,0,NA,NA,NA,0,0,1,0,0,NA,NA,NA
"4310",0.631742715835571,2015,3619740,"NY",0.5,0.13174272,1,1,859.95654,447.76434,376.8916,946.33691,474.28867,NA,NA,NA,NA,28617.758,27151.773,27008.402,30097.148,28899.199,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA,1,0,0,0,NA,NA,NA,NA
"4313",0.551304340362549,2008,3619830,"NY",0.5,0.05130434,1,1,792.57397,797.0235,2484.3037,9743.6777,2053.5911,1178.0599,11379.197,955.96936,1062.7479,19673.582,19467.621,18131.941,20498.924,20725.828,18946.77,18732.273,20338.428,20362.074,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
"4314",0.547286808490753,2009,3619830,"NY",0.5,0.047286808,1,1,9743.6777,792.57397,797.0235,2053.5911,1178.0599,11379.197,955.96936,1062.7479,736.96136,20498.924,19673.582,19467.621,20725.828,18946.77,18732.273,20338.428,20362.074,21439.955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4327",0.603603601455688,2010,3619920,"NY",0.5,0.1036036,1,1,2131.6563,8427.373,3892.9609,647.78003,483.83575,348.17334,519.75922,385.50775,370.73752,20802.131,20966.602,18281.324,20616.816,20204.678,20505.027,20417.246,20567.127,22581.857,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4328",0.6394984126091,2011,3619920,"NY",0.5,0.13949841,1,1,647.78003,2131.6563,8427.373,483.83575,348.17334,519.75922,385.50775,370.73752,1349.653,20616.816,20802.131,20966.602,20204.678,20505.027,20417.246,20567.127,22581.857,22204.066,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4336",0.539647579193115,2006,3620100,"NY",0.5,0.039647579,1,1,1854.9828,3689.9817,4484.2007,2005.4303,1120.4016,141.66615,145.85062,286.91739,324.4082,21155.889,19736.803,19078.67,21972.137,24361.072,24816.453,26070.998,26391.865,27353.994,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
"4339",0.613765180110931,2002,3620160,"NY",0.5,0.11376518,1,1,297.95853,746.99139,275.28268,1150.5563,4892.1523,10949.888,2229.6267,255.93079,233.48584,22570.164,21924.84,20509.807,23793.137,25175.197,26772.926,27568.469,27030.713,27339.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4340",0.423985719680786,2015,3620160,"NY",0.5,-0.07601428,0,1,633.11542,170.02454,419.74924,192.01154,547.52722,NA,NA,NA,NA,29782.268,28125.49,27137.551,31104.176,30133.93,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA
"4341",0.640637457370758,2005,3620460,"NY",0.5,0.14063746,1,1,2416.1741,3821.823,936.35669,525.67358,328.6871,482.79742,511.04892,1142.9758,385.10886,19913.035,18493.117,17441.408,21251.127,21513.029,22520.5,23506.182,24045.875,24674.947,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1
"4343",0.45434495806694,2010,3620460,"NY",0.5,-0.045655042,0,1,1142.9758,511.04892,482.79742,385.10886,1050.1621,1377.4269,395.62198,437.96603,2358.0522,24045.875,23506.182,22520.5,24674.947,24161.646,24041.859,24518.518,24723.373,24146.285,0,0,1,1,1,0,1,1,0,0,1,1,1,1,1,1
"4344",0.542994558811188,2011,3620460,"NY",0.5,0.042994559,1,1,385.10886,1142.9758,511.04892,1050.1621,1377.4269,395.62198,437.96603,2358.0522,2977.116,24674.947,24045.875,23506.182,24161.646,24041.859,24518.518,24723.373,24146.285,24956.395,0,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
"4345",0.509467661380768,2012,3620460,"NY",0.5,0.0094676614,1,1,1050.1621,385.10886,1142.9758,1377.4269,395.62198,437.96603,2358.0522,2977.116,NA,24161.646,24674.947,24045.875,24041.859,24518.518,24723.373,24146.285,24956.395,NA,1,0,1,0,1,1,0,NA,1,1,1,1,1,1,0,NA
"4347",0.471264362335205,2014,3620460,"NY",0.5,-0.028735638,0,1,395.62198,1377.4269,1050.1621,437.96603,2358.0522,2977.116,NA,NA,NA,24518.518,24041.859,24161.646,24723.373,24146.285,24956.395,NA,NA,NA,1,1,1,1,0,NA,NA,NA,1,1,1,1,0,NA,NA,NA
"4348",0.629962563514709,2015,3620460,"NY",0.5,0.12996256,1,1,437.96603,395.62198,1377.4269,2358.0522,2977.116,NA,NA,NA,NA,24723.373,24518.518,24041.859,24146.285,24956.395,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,1,1,1,0,NA,NA,NA,NA
"4350",0.635950863361359,2005,3620490,"NY",0.5,0.13595086,1,1,2399.1565,1722.7413,1443.5559,443.74701,151.04973,756.53546,1271.7374,491.30243,396.57254,21630.73,20549.904,20107.176,21631.445,22648.879,22956.93,24476.51,24573.404,23651.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4351",0.494186043739319,2015,3620490,"NY",0.5,-0.0058139563,0,1,276.45935,156.86588,116.40619,505.72064,1078.0972,NA,NA,NA,NA,24319.578,23731.113,23524.475,24168.684,24016.217,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA,0,0,1,0,NA,NA,NA,NA
"4355",0.645685255527496,2008,3620640,"NY",0.5,0.14568526,1,1,364.47803,339.38647,262.84027,1641.4397,775.09735,1342.4141,9706.5,2417.4863,3770.6541,17334.375,17345.234,17328.398,18484.324,19918.043,19716.164,19924.443,19994.82,20285.416,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"4357",0.645962715148926,2002,3620670,"NY",0.5,0.14596272,1,1,1098.8619,771.91589,523.17456,1744.48,1546.0488,13028.516,4773.2173,1817.1907,408.44974,15120.067,14268.981,13604.49,16226.092,16504.436,16264.443,18014.055,18504.318,19385.932,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1
"4360",0.563657402992249,2005,3620670,"NY",0.5,0.063657403,1,1,13028.516,1546.0488,1744.48,4773.2173,1817.1907,408.44974,1032.3893,1932.965,5687.4902,16264.443,16504.436,16226.092,18014.055,18504.318,19385.932,19467.385,21202.33,20449.195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4361",0.632791340351105,2006,3620670,"NY",0.5,0.13279134,1,1,4773.2173,13028.516,1546.0488,1817.1907,408.44974,1032.3893,1932.965,5687.4902,930.64294,18014.055,16264.443,16504.436,18504.318,19385.932,19467.385,21202.33,20449.195,19483.432,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4372",0.544987142086029,2006,3620700,"NY",0.5,0.044987142,1,1,1490.8367,359.67343,456.27374,2474.6294,1260.2347,1952.1946,1887.6586,1580.9379,1892.9744,18921.797,18200.967,16997.934,19720.809,20743.361,22702.262,23184.205,24368.492,23649.918,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1
"4373",0.523181617259979,2007,3620700,"NY",0.5,0.023181617,1,1,2474.6294,1490.8367,359.67343,1260.2347,1952.1946,1887.6586,1580.9379,1892.9744,951.10168,19720.809,18921.797,18200.967,20743.361,22702.262,23184.205,24368.492,23649.918,23626.445,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1
"4374",0.485527545213699,2008,3620700,"NY",0.5,-0.014472455,0,1,1260.2347,2474.6294,1490.8367,1952.1946,1887.6586,1580.9379,1892.9744,951.10168,408.9368,20743.361,19720.809,18921.797,22702.262,23184.205,24368.492,23649.918,23626.445,23617.936,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4375",0.637285172939301,2009,3620700,"NY",0.5,0.13728517,1,1,1952.1946,1260.2347,2474.6294,1887.6586,1580.9379,1892.9744,951.10168,408.9368,203.94456,22702.262,20743.361,19720.809,23184.205,24368.492,23649.918,23626.445,23617.936,24263.746,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"4384",0.573170721530914,2014,3620790,"NY",0.5,0.073170722,1,1,443.94928,1149.9835,445.69205,2733.5088,1423.0675,3341.2949,NA,NA,NA,21249.027,20508.041,19521.313,21764.992,21999.961,21775.766,NA,NA,NA,1,0,0,1,1,NA,NA,NA,1,0,0,1,1,NA,NA,NA
"4387",0.488124996423721,2004,3620910,"NY",0.5,-0.011875004,0,1,432.94455,1888.205,5165.7866,776.35889,3642.8118,1779.1373,713.88544,481.14404,261.23022,19606.426,19942.666,19133.465,20369.727,21450.973,23098.199,22985.434,24982.441,23941.543,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,0
"4388",0.499601602554321,2005,3620910,"NY",0.5,-0.00039839745,0,1,776.35889,432.94455,1888.205,3642.8118,1779.1373,713.88544,481.14404,261.23022,340.32498,20369.727,19606.426,19942.666,21450.973,23098.199,22985.434,24982.441,23941.543,23363.18,0,0,0,1,1,1,0,0,1,0,0,1,1,1,0,0
"4389",0.613246381282806,2007,3620910,"NY",0.5,0.11324638,1,1,1779.1373,3642.8118,776.35889,713.88544,481.14404,261.23022,340.32498,385.24759,229.23582,23098.199,21450.973,20369.727,22985.434,24982.441,23941.543,23363.18,22245.953,22994.205,0,0,1,1,0,0,1,0,0,1,1,1,0,0,1,0
"4390",0.596624493598938,2008,3620910,"NY",0.5,0.096624494,1,1,713.88544,1779.1373,3642.8118,481.14404,261.23022,340.32498,385.24759,229.23582,323.40469,22985.434,23098.199,21450.973,24982.441,23941.543,23363.18,22245.953,22994.205,23712.586,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
"4391",0.543018341064453,2009,3620910,"NY",0.5,0.043018341,1,1,481.14404,713.88544,1779.1373,261.23022,340.32498,385.24759,229.23582,323.40469,126.18264,24982.441,22985.434,23098.199,23941.543,23363.18,22245.953,22994.205,23712.586,23264,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
"4392",0.621445953845978,2012,3620910,"NY",0.5,0.12144595,1,1,385.24759,340.32498,261.23022,229.23582,323.40469,126.18264,233.30956,625.34485,NA,22245.953,23363.18,23941.543,22994.205,23712.586,23264,23853.479,24666.777,NA,0,0,0,1,1,1,1,NA,0,0,0,1,1,1,1,NA
"4401",0.606315791606903,2006,3620970,"NY",0.5,0.10631579,1,1,526.24689,794.88837,413.51846,740.64618,685.99036,10825.286,1430.7979,533.10028,643.54059,20624.555,18334.555,18066.998,18833.324,18700.4,22100.164,23162.387,22404.67,22371.406,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1
"4405",0.635627508163452,2011,3620970,"NY",0.5,0.13562751,1,1,533.10028,1430.7979,10825.286,643.54059,348.2532,394.2858,585.91718,794.18652,608.86847,22404.67,23162.387,22100.164,22371.406,22286.352,22467.188,20963.184,22274.398,23004.426,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,0
"4411",0.539349436759949,2010,3621180,"NY",0.5,0.039349437,1,1,637.13605,1170.3403,1592.9922,990.39429,910.42163,927.10199,832.72858,1607.0276,504.30258,31988.318,31346.117,29405.729,31171.99,31869.121,33716.902,35199.438,35701.148,37219.246,0,0,0,1,1,0,1,1,0,0,0,1,1,0,1,1
"4412",0.571005940437317,2012,3621180,"NY",0.5,0.07100594,1,1,910.42163,990.39429,637.13605,927.10199,832.72858,1607.0276,504.30258,2086.0249,NA,31869.121,31171.99,31988.318,33716.902,35199.438,35701.148,37219.246,37704.715,NA,0,1,1,0,1,1,0,NA,0,1,1,0,1,1,0,NA
"4417",0.63147896528244,2003,3621270,"NY",0.5,0.13147897,1,1,2298.6125,1255.2303,1027.0416,2558.7029,1322.5669,1221.6566,132.84575,270.29437,345.32242,20795.877,20257.219,19874.762,21239.893,22727.383,22693.586,23230.08,23599.736,25882.027,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1,0
"4418",0.60539847612381,2004,3621270,"NY",0.5,0.10539848,1,1,2558.7029,2298.6125,1255.2303,1322.5669,1221.6566,132.84575,270.29437,345.32242,197.96457,21239.893,20795.877,20257.219,22727.383,22693.586,23230.08,23599.736,25882.027,25934.291,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1
"4422",0.491719752550125,2008,3621270,"NY",0.5,-0.0082802474,0,1,270.29437,132.84575,1221.6566,345.32242,197.96457,138.45805,309.35681,300.78622,431.29236,23599.736,23230.08,22693.586,25882.027,25934.291,24882.99,26156.914,27287.016,27950.055,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
"4435",0.462264150381088,2005,3621540,"NY",0.5,-0.03773585,0,1,6196.4063,3266.7598,5219.5098,4477.2183,7021.0415,8275.7891,11144.464,30225.703,47027.629,124557.7,91991.961,81370.188,119856.33,115300.48,119797.8,140420.23,202293.19,290294.84,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0
